,16 17 17,17 17 17,18 17 17,
23364.9,-747.605,-48.3455,187.139,
23365,-747.602,-48.3459,187.139,
23365.1,-747.598,-48.3463,187.138,
23365.2,-747.595,-48.3466,187.138,
23365.3,-747.592,-48.347,187.137,
23365.4,-747.588,-48.3473,187.137,
23365.5,-747.585,-48.3476,187.137,
23365.6,-747.582,-48.3479,187.137,
23365.7,-747.58,-48.3482,187.136,
23365.8,-747.577,-48.3485,187.136,
23365.9,-747.574,-48.3487,187.136,
23366,-747.572,-48.349,187.136,
23366.1,-747.569,-48.3492,187.135,
23366.2,-747.567,-48.3494,187.135,
23366.3,-747.564,-48.3496,187.135,
23366.4,-747.562,-48.3499,187.135,
23366.5,-747.56,-48.35,187.135,
23366.6,-747.558,-48.3502,187.135,
23366.7,-747.555,-48.3504,187.134,
23366.8,-747.553,-48.3506,187.134,
23366.9,-747.551,-48.3508,187.134,
23367,-747.549,-48.3509,187.134,
23367.1,-747.547,-48.3511,187.134,
23367.2,-747.546,-48.3512,187.134,
23367.3,-747.544,-48.3514,187.134,
23367.4,-747.542,-48.3515,187.134,
23367.5,-747.54,-48.3516,187.134,
23367.6,-747.539,-48.3518,187.134,
23367.7,-747.537,-48.3519,187.134,
23367.8,-747.535,-48.352,187.134,
23367.9,-747.534,-48.3521,187.133,
23368,-747.532,-48.3522,187.133,
23368.1,-747.531,-48.3523,187.133,
23368.2,-747.529,-48.3524,187.133,
23368.3,-747.528,-48.3525,187.133,
23368.4,-747.526,-48.3526,187.133,
23368.5,-747.525,-48.3527,187.133,
23368.6,-747.524,-48.3528,187.133,
23368.7,-747.522,-48.3529,187.133,
23368.8,-747.521,-48.353,187.133,
23368.9,-747.52,-48.3531,187.133,
23369,-747.519,-48.3531,187.133,
23369.1,-747.517,-48.3532,187.133,
23369.2,-747.516,-48.3533,187.133,
23369.3,-747.515,-48.3534,187.133,
23369.4,-747.514,-48.3534,187.133,
23369.5,-747.513,-48.3535,187.133,
23369.6,-747.512,-48.3536,187.133,
23369.7,-747.511,-48.3536,187.133,
23369.8,-747.509,-48.3537,187.133,
23369.9,-747.508,-48.3537,187.133,
23370,-747.507,-48.3538,187.133,
23370.1,-747.506,-48.3539,187.133,
23370.2,-747.505,-48.3539,187.133,
23370.3,-747.504,-48.354,187.133,
23370.4,-747.504,-48.354,187.133,
23370.5,-747.503,-48.3541,187.133,
23370.6,-747.502,-48.3541,187.133,
23370.7,-747.501,-48.3542,187.133,
23370.8,-747.5,-48.3542,187.133,
23370.9,-747.499,-48.3543,187.133,
23371,-747.498,-48.3543,187.133,
23371.1,-747.497,-48.3544,187.133,
23371.2,-747.497,-48.3544,187.133,
23371.3,-747.496,-48.3544,187.133,
23371.4,-747.495,-48.3545,187.133,
23371.5,-747.494,-48.3545,187.133,
23371.6,-747.494,-48.3546,187.133,
23371.7,-747.493,-48.3546,187.133,
23371.8,-747.492,-48.3546,187.133,
23371.9,-747.491,-48.3547,187.133,
23372,-747.491,-48.3547,187.133,
23372.1,-747.49,-48.3548,187.133,
23372.2,-747.489,-48.3548,187.133,
23372.3,-747.489,-48.3548,187.133,
23372.4,-747.488,-48.3549,187.133,
23372.5,-747.487,-48.3549,187.133,
23372.6,-747.487,-48.3549,187.133,
23372.7,-747.486,-48.355,187.133,
23372.8,-747.486,-48.355,187.133,
23372.9,-747.485,-48.355,187.133,
23373,-747.484,-48.355,187.133,
23373.1,-747.484,-48.3551,187.133,
23373.2,-747.483,-48.3551,187.133,
23373.3,-747.483,-48.3551,187.133,
23373.4,-747.482,-48.3552,187.133,
23373.5,-747.482,-48.3552,187.133,
23373.6,-747.481,-48.3552,187.133,
23373.7,-747.481,-48.3552,187.133,
23373.8,-747.48,-48.3553,187.133,
23373.9,-747.48,-48.3553,187.133,
23374,-747.479,-48.3553,187.133,
23374.1,-747.479,-48.3553,187.133,
23374.2,-747.478,-48.3554,187.133,
23374.3,-747.478,-48.3554,187.133,
23374.4,-747.477,-48.3554,187.133,
23374.5,-747.477,-48.3554,187.133,
23374.6,-747.477,-48.3555,187.133,
23374.7,-747.476,-48.3555,187.133,
23374.8,-747.476,-48.3555,187.133,
23374.9,-747.475,-48.3555,187.133,
23375,-747.475,-48.3555,187.133,
23375.1,-747.474,-48.3556,187.133,
23375.2,-747.474,-48.3556,187.133,
23375.3,-747.474,-48.3556,187.133,
23375.4,-747.473,-48.3556,187.133,
23375.5,-747.473,-48.3556,187.133,
23375.6,-747.473,-48.3557,187.133,
23375.7,-747.472,-48.3557,187.133,
23375.8,-747.472,-48.3557,187.133,
23375.9,-747.472,-48.3557,187.133,
23376,-747.471,-48.3557,187.133,
23376.1,-747.471,-48.3557,187.133,
23376.2,-747.471,-48.3558,187.133,
23376.3,-747.47,-48.3558,187.133,
23376.4,-747.47,-48.3558,187.133,
23376.5,-747.47,-48.3558,187.133,
23376.6,-747.469,-48.3558,187.133,
23376.7,-747.469,-48.3558,187.133,
23376.8,-747.469,-48.3558,187.133,
23376.9,-747.468,-48.3559,187.133,
23377,-747.468,-48.3559,187.133,
23377.1,-747.468,-48.3559,187.133,
23377.2,-747.468,-48.3559,187.133,
23377.3,-747.467,-48.3559,187.133,
23377.4,-747.467,-48.3559,187.133,
23377.5,-747.467,-48.3559,187.133,
23377.6,-747.467,-48.356,187.133,
23377.7,-747.466,-48.356,187.133,
23377.8,-747.466,-48.356,187.133,
23377.9,-747.466,-48.356,187.133,
23378,-747.466,-48.356,187.133,
23378.1,-747.465,-48.356,187.133,
23378.2,-747.465,-48.356,187.133,
23378.3,-747.465,-48.356,187.133,
23378.4,-747.465,-48.356,187.133,
23378.5,-747.464,-48.3561,187.133,
23378.6,-747.464,-48.3561,187.133,
23378.7,-747.464,-48.3561,187.133,
23378.8,-747.464,-48.3561,187.133,
23378.9,-747.464,-48.3561,187.133,
23379,-747.463,-48.3561,187.133,
23379.1,-747.463,-48.3561,187.133,
23379.2,-747.463,-48.3561,187.133,
23379.3,-747.463,-48.3561,187.133,
23379.4,-747.463,-48.3561,187.133,
23379.5,-747.463,-48.3562,187.133,
23379.6,-747.462,-48.3562,187.133,
23379.7,-747.462,-48.3562,187.133,
23379.8,-747.462,-48.3562,187.133,
23379.9,-747.462,-48.3562,187.133,
23380,-747.462,-48.3562,187.133,
23380.1,-747.462,-48.3562,187.133,
23380.2,-747.461,-48.3562,187.133,
23380.3,-747.461,-48.3562,187.133,
23380.4,-747.461,-48.3562,187.133,
23380.5,-747.461,-48.3562,187.133,
23380.6,-747.461,-48.3562,187.133,
23380.7,-747.461,-48.3562,187.133,
23380.8,-747.46,-48.3563,187.133,
23380.9,-747.46,-48.3563,187.133,
23381,-747.46,-48.3563,187.133,
23381.1,-747.46,-48.3563,187.133,
23381.2,-747.46,-48.3563,187.133,
23381.3,-747.46,-48.3563,187.133,
23381.4,-747.46,-48.3563,187.133,
23381.5,-747.46,-48.3563,187.133,
23381.6,-747.459,-48.3563,187.133,
23381.7,-747.459,-48.3563,187.133,
23381.8,-747.459,-48.3563,187.133,
23381.9,-747.459,-48.3563,187.133,
23382,-747.459,-48.3563,187.133,
23382.1,-747.459,-48.3563,187.133,
23382.2,-747.459,-48.3563,187.133,
23382.3,-747.459,-48.3563,187.133,
23382.4,-747.458,-48.3564,187.133,
23382.5,-747.458,-48.3564,187.133,
23382.6,-747.458,-48.3564,187.133,
23382.7,-747.458,-48.3564,187.133,
23382.8,-747.458,-48.3564,187.133,
23382.9,-747.458,-48.3564,187.133,
23383,-747.458,-48.3564,187.133,
23383.1,-747.458,-48.3564,187.133,
23383.2,-747.458,-48.3564,187.133,
23383.3,-747.458,-48.3564,187.133,
23383.4,-747.457,-48.3564,187.133,
23383.5,-747.457,-48.3564,187.133,
23383.6,-747.457,-48.3564,187.133,
23383.7,-747.457,-48.3564,187.133,
23383.8,-747.457,-48.3564,187.133,
23383.9,-747.457,-48.3564,187.133,
23384,-747.457,-48.3564,187.133,
23384.1,-747.457,-48.3564,187.133,
23384.2,-747.457,-48.3564,187.133,
23384.3,-747.457,-48.3564,187.133,
23384.4,-747.457,-48.3564,187.133,
23384.5,-747.457,-48.3564,187.133,
23384.6,-747.457,-48.3564,187.133,
23384.7,-747.456,-48.3565,187.133,
23384.8,-747.456,-48.3565,187.133,
23384.9,-747.456,-48.3565,187.133,
23385,-747.456,-48.3565,187.133,
23385.1,-747.456,-48.3565,187.133,
23385.2,-747.456,-48.3565,187.133,
23385.3,-747.456,-48.3565,187.133,
23385.4,-747.456,-48.3565,187.133,
23385.5,-747.456,-48.3565,187.133,
23385.6,-747.456,-48.3565,187.133,
23385.7,-747.456,-48.3565,187.133,
23385.8,-747.456,-48.3565,187.133,
23385.9,-747.456,-48.3565,187.133,
23386,-747.456,-48.3565,187.133,
23386.1,-747.456,-48.3565,187.133,
23386.2,-747.456,-48.3565,187.133,
23386.3,-747.455,-48.3565,187.133,
23386.4,-747.455,-48.3565,187.133,
23386.5,-747.455,-48.3565,187.133,
23386.6,-747.455,-48.3565,187.133,
23386.7,-747.455,-48.3565,187.133,
23386.8,-747.455,-48.3565,187.133,
23386.9,-747.455,-48.3565,187.133,
23387,-747.455,-48.3565,187.133,
23387.1,-747.455,-48.3565,187.133,
23387.2,-747.455,-48.3565,187.133,
23387.3,-747.455,-48.3565,187.133,
23387.4,-747.455,-48.3565,187.133,
23387.5,-747.455,-48.3565,187.133,
23387.6,-747.455,-48.3565,187.133,
23387.7,-747.455,-48.3565,187.133,
23387.8,-747.455,-48.3565,187.133,
23387.9,-747.455,-48.3565,187.133,
23388,-747.455,-48.3565,187.133,
23388.1,-747.455,-48.3565,187.133,
23388.2,-747.455,-48.3565,187.133,
23388.3,-747.455,-48.3565,187.133,
23388.4,-747.455,-48.3565,187.133,
23388.5,-747.455,-48.3565,187.133,
23388.6,-747.454,-48.3565,187.133,
23388.7,-747.454,-48.3566,187.133,
23388.8,-747.454,-48.3566,187.133,
23388.9,-747.454,-48.3566,187.133,
23389,-747.454,-48.3566,187.133,
23389.1,-747.454,-48.3566,187.133,
23389.2,-747.454,-48.3566,187.133,
23389.3,-747.454,-48.3566,187.133,
23389.4,-747.454,-48.3566,187.133,
23389.5,-747.454,-48.3566,187.133,
23389.6,-747.454,-48.3566,187.133,
23389.7,-747.454,-48.3566,187.133,
23389.8,-747.454,-48.3566,187.133,
23389.9,-747.454,-48.3566,187.133,
23390,-747.454,-48.3566,187.133,
23390.1,-747.454,-48.3566,187.133,
23390.2,-747.454,-48.3566,187.133,
23390.3,-747.454,-48.3566,187.133,
23390.4,-747.454,-48.3566,187.133,
23390.5,-747.454,-48.3566,187.133,
23390.6,-747.454,-48.3566,187.133,
23390.7,-747.454,-48.3566,187.133,
23390.8,-747.454,-48.3566,187.133,
23390.9,-747.454,-48.3566,187.133,
23391,-747.454,-48.3566,187.133,
23391.1,-747.454,-48.3566,187.133,
23391.2,-747.454,-48.3566,187.133,
23391.3,-747.454,-48.3566,187.133,
23391.4,-747.454,-48.3566,187.133,
23391.5,-747.454,-48.3566,187.133,
23391.6,-747.454,-48.3566,187.133,
23391.7,-747.454,-48.3566,187.133,
23391.8,-747.454,-48.3566,187.133,
23391.9,-747.454,-48.3566,187.133,
23392,-747.454,-48.3566,187.133,
23392.1,-747.454,-48.3566,187.133,
23392.2,-747.454,-48.3566,187.133,
23392.3,-747.454,-48.3566,187.133,
23392.4,-747.453,-48.3566,187.133,
23392.5,-747.453,-48.3566,187.133,
23392.6,-747.453,-48.3566,187.133,
23392.7,-747.453,-48.3566,187.133,
23392.8,-747.453,-48.3566,187.133,
23392.9,-747.453,-48.3566,187.133,
23393,-747.453,-48.3566,187.133,
23393.1,-747.453,-48.3566,187.133,
23393.2,-747.453,-48.3566,187.133,
23393.3,-747.453,-48.3566,187.133,
23393.4,-747.453,-48.3566,187.133,
23393.5,-747.453,-48.3566,187.133,
23393.6,-747.453,-48.3566,187.133,
23393.7,-747.453,-48.3566,187.133,
23393.8,-747.453,-48.3566,187.133,
23393.9,-747.453,-48.3566,187.133,
23394,-747.453,-48.3566,187.133,
23394.1,-747.453,-48.3566,187.133,
23394.2,-747.453,-48.3566,187.133,
23394.3,-747.453,-48.3566,187.133,
23394.4,-747.453,-48.3566,187.133,
23394.5,-747.453,-48.3566,187.133,
23394.6,-747.453,-48.3566,187.133,
23394.7,-747.453,-48.3566,187.133,
23394.8,-747.453,-48.3566,187.133,
23394.9,-747.453,-48.3566,187.133,
23395,-747.453,-48.3566,187.133,
23395.1,-747.453,-48.3566,187.133,
23395.2,-747.453,-48.3566,187.133,
23395.3,-747.453,-48.3566,187.133,
23395.4,-747.453,-48.3566,187.133,
23395.5,-747.453,-48.3566,187.133,
23395.6,-747.453,-48.3566,187.133,
23395.7,-747.453,-48.3566,187.133,
23395.8,-747.453,-48.3566,187.133,
23395.9,-747.453,-48.3566,187.133,
23396,-747.453,-48.3566,187.133,
23396.1,-747.453,-48.3566,187.133,
23396.2,-747.453,-48.3566,187.133,
23396.3,-747.453,-48.3566,187.133,
23396.4,-747.453,-48.3566,187.133,
23396.5,-747.453,-48.3566,187.133,
23396.6,-747.453,-48.3566,187.133,
23396.7,-747.453,-48.3566,187.133,
23396.8,-747.453,-48.3566,187.133,
23396.9,-747.453,-48.3566,187.133,
23397,-747.453,-48.3566,187.133,
23397.1,-747.453,-48.3566,187.133,
23397.2,-747.453,-48.3566,187.133,
23397.3,-747.453,-48.3566,187.133,
23397.4,-747.453,-48.3566,187.133,
23397.5,-747.453,-48.3566,187.133,
23397.6,-747.453,-48.3566,187.133,
23397.7,-747.453,-48.3566,187.133,
23397.8,-747.453,-48.3566,187.133,
23397.9,-747.453,-48.3566,187.133,
23398,-747.453,-48.3566,187.133,
23398.1,-747.453,-48.3566,187.133,
23398.2,-747.453,-48.3566,187.133,
23398.3,-747.453,-48.3566,187.133,
23398.4,-747.453,-48.3566,187.133,
23398.5,-747.453,-48.3566,187.133,
23398.6,-747.453,-48.3566,187.133,
23398.7,-747.453,-48.3566,187.133,
23398.8,-747.453,-48.3566,187.133,
23398.9,-747.453,-48.3566,187.133,
23399,-747.453,-48.3566,187.133,
23399.1,-747.453,-48.3566,187.133,
23399.2,-747.453,-48.3566,187.133,
23399.3,-747.453,-48.3566,187.133,
23399.4,-747.453,-48.3566,187.133,
23399.5,-747.453,-48.3566,187.133,
23399.6,-747.453,-48.3566,187.133,
23399.7,-747.453,-48.3566,187.133,
23399.8,-747.453,-48.3566,187.133,
23399.9,-747.453,-48.3566,187.133,
23400,-747.453,-48.3566,187.133,
