,16 17 17,17 17 17,18 17 17,
62,-97.9168,18.0233,-1829.79,
62.1,-97.9377,18.3213,-1831.58,
62.2,-97.9584,18.615,-1833.34,
62.3,-97.9789,18.9042,-1835.06,
62.4,-97.9992,19.1892,-1836.76,
62.5,-98.0193,19.47,-1838.42,
62.6,-98.0393,19.7466,-1840.06,
62.7,-98.0591,20.0192,-1841.67,
62.8,-98.0788,20.2877,-1843.24,
62.9,-98.0983,20.5523,-1844.79,
63,-98.1176,20.813,-1846.31,
63.1,-98.1367,21.0698,-1847.81,
63.2,-98.1557,21.3229,-1849.28,
63.3,-98.1745,21.5722,-1850.72,
63.4,-98.1931,21.8179,-1852.14,
63.5,-98.2116,22.06,-1853.53,
63.6,-98.2299,22.2985,-1854.9,
63.7,-98.2481,22.5335,-1856.24,
63.8,-98.2661,22.7651,-1857.56,
63.9,-98.2839,22.9933,-1858.85,
64,-98.3016,23.2181,-1860.13,
64.1,-98.3191,23.4396,-1861.38,
64.2,-98.3364,23.6579,-1862.61,
64.3,-98.3536,23.8729,-1863.81,
64.4,-98.3707,24.0849,-1865,
64.5,-98.3875,24.2937,-1866.16,
64.6,-98.4043,24.4994,-1867.31,
64.7,-98.4208,24.7022,-1868.43,
64.8,-98.4372,24.9019,-1869.53,
64.9,-98.4535,25.0988,-1870.62,
65,-98.4696,25.2927,-1871.68,
65.1,-98.4856,25.4838,-1872.73,
65.2,-98.5014,25.6721,-1873.76,
65.3,-98.517,25.8576,-1874.77,
65.4,-98.5325,26.0405,-1875.76,
65.5,-98.5479,26.2206,-1876.74,
65.6,-98.5631,26.3981,-1877.69,
65.7,-98.5781,26.5729,-1878.63,
65.8,-98.593,26.7453,-1879.56,
65.9,-98.6078,26.915,-1880.47,
66,-98.6224,27.0823,-1881.36,
66.1,-98.6369,27.2471,-1882.24,
66.2,-98.6512,27.4095,-1883.1,
66.3,-98.6654,27.5696,-1883.94,
66.4,-98.6795,27.7272,-1884.77,
66.5,-98.6934,27.8826,-1885.59,
66.6,-98.7072,28.0356,-1886.39,
66.7,-98.7208,28.1864,-1887.18,
66.8,-98.7343,28.335,-1887.95,
66.9,-98.7477,28.4814,-1888.71,
67,-98.7609,28.6256,-1889.46,
67.1,-98.774,28.7677,-1890.2,
67.2,-98.787,28.9077,-1890.92,
67.3,-98.7998,29.0457,-1891.63,
67.4,-98.8125,29.1816,-1892.32,
67.5,-98.825,29.3155,-1893.01,
67.6,-98.8375,29.4474,-1893.68,
67.7,-98.8498,29.5773,-1894.34,
67.8,-98.862,29.7054,-1894.99,
67.9,-98.874,29.8316,-1895.62,
68,-98.8859,29.9558,-1896.25,
68.1,-98.8977,30.0783,-1896.86,
68.2,-98.9094,30.1989,-1897.47,
68.3,-98.921,30.3178,-1898.06,
68.4,-98.9324,30.4349,-1898.64,
68.5,-98.9437,30.5502,-1899.22,
68.6,-98.9549,30.6639,-1899.78,
68.7,-98.9659,30.7758,-1900.33,
68.8,-98.9769,30.8861,-1900.88,
68.9,-98.9877,30.9948,-1901.41,
69,-98.9984,31.1018,-1901.93,
69.1,-99.009,31.2072,-1902.45,
69.2,-99.0195,31.3111,-1902.96,
69.3,-99.0299,31.4135,-1903.45,
69.4,-99.0401,31.5143,-1903.94,
69.5,-99.0503,31.6136,-1904.42,
69.6,-99.0603,31.7114,-1904.89,
69.7,-99.0702,31.8078,-1905.36,
69.8,-99.0801,31.9027,-1905.81,
69.9,-99.0898,31.9963,-1906.26,
70,-99.0994,32.0884,-1906.7,
70.1,-99.1088,32.1791,-1907.13,
70.2,-99.1182,32.2685,-1907.55,
70.3,-99.1275,32.3566,-1907.97,
70.4,-99.1367,32.4434,-1908.38,
70.5,-99.1458,32.5288,-1908.78,
70.6,-99.1547,32.613,-1909.18,
70.7,-99.1636,32.6959,-1909.57,
70.8,-99.1724,32.7776,-1909.95,
70.9,-99.181,32.858,-1910.32,
71,-99.1896,32.9373,-1910.69,
71.1,-99.1981,33.0153,-1911.05,
71.2,-99.2065,33.0922,-1911.41,
71.3,-99.2148,33.1679,-1911.76,
71.4,-99.2229,33.2425,-1912.1,
71.5,-99.231,33.316,-1912.44,
71.6,-99.239,33.3884,-1912.77,
71.7,-99.247,33.4597,-1913.09,
71.8,-99.2548,33.5299,-1913.41,
71.9,-99.2625,33.5991,-1913.73,
72,-99.2701,33.6672,-1914.04,
72.1,-99.2777,33.7343,-1914.34,
72.2,-99.2851,33.8004,-1914.64,
72.3,-99.2925,33.8655,-1914.93,
72.4,-99.2998,33.9296,-1915.22,
72.5,-99.307,33.9927,-1915.5,
72.6,-99.3141,34.0549,-1915.78,
72.7,-99.3212,34.1162,-1916.05,
72.8,-99.3281,34.1765,-1916.32,
72.9,-99.335,34.2359,-1916.58,
73,-99.3418,34.2944,-1916.84,
73.1,-99.3485,34.3521,-1917.09,
73.2,-99.3551,34.4089,-1917.34,
73.3,-99.3617,34.4648,-1917.59,
73.4,-99.3681,34.5198,-1917.83,
73.5,-99.3745,34.5741,-1918.07,
73.6,-99.3809,34.6275,-1918.3,
73.7,-99.3871,34.6801,-1918.53,
73.8,-99.3933,34.7319,-1918.75,
73.9,-99.3994,34.7829,-1918.97,
74,-99.4054,34.8332,-1919.19,
74.1,-99.4113,34.8826,-1919.4,
74.2,-99.4172,34.9314,-1919.61,
74.3,-99.423,34.9794,-1919.82,
74.4,-99.4288,35.0266,-1920.02,
74.5,-99.4344,35.0732,-1920.22,
74.6,-99.44,35.119,-1920.41,
74.7,-99.4456,35.1642,-1920.6,
74.8,-99.451,35.2087,-1920.79,
74.9,-99.4564,35.2524,-1920.98,
75,-99.4617,35.2956,-1921.16,
75.1,-99.467,35.338,-1921.34,
75.2,-99.4722,35.3799,-1921.51,
75.3,-99.4773,35.421,-1921.68,
75.4,-99.4824,35.4616,-1921.85,
75.5,-99.4874,35.5015,-1922.02,
75.6,-99.4924,35.5409,-1922.18,
75.7,-99.4973,35.5796,-1922.34,
75.8,-99.5021,35.6177,-1922.5,
75.9,-99.5069,35.6553,-1922.66,
76,-99.5116,35.6923,-1922.81,
76.1,-99.5162,35.7287,-1922.96,
76.2,-99.5208,35.7646,-1923.1,
76.3,-99.5253,35.7999,-1923.25,
76.4,-99.5298,35.8347,-1923.39,
76.5,-99.5342,35.8689,-1923.53,
76.6,-99.5386,35.9026,-1923.67,
76.7,-99.5429,35.9358,-1923.8,
76.8,-99.5472,35.9685,-1923.93,
76.9,-99.5514,36.0007,-1924.06,
77,-99.5555,36.0324,-1924.19,
77.1,-99.5596,36.0636,-1924.32,
77.2,-99.5637,36.0944,-1924.44,
77.3,-99.5677,36.1247,-1924.56,
77.4,-99.5716,36.1545,-1924.68,
77.5,-99.5755,36.1838,-1924.8,
77.6,-99.5794,36.2127,-1924.91,
77.7,-99.5832,36.2412,-1925.02,
77.8,-99.5869,36.2692,-1925.14,
77.9,-99.5906,36.2968,-1925.24,
78,-99.5943,36.324,-1925.35,
78.1,-99.5979,36.3507,-1925.46,
78.2,-99.6015,36.377,-1925.56,
78.3,-99.605,36.403,-1925.66,
78.4,-99.6085,36.4285,-1925.76,
78.5,-99.6119,36.4537,-1925.86,
78.6,-99.6153,36.4784,-1925.95,
78.7,-99.6186,36.5028,-1926.05,
78.8,-99.6219,36.5268,-1926.14,
78.9,-99.6252,36.5504,-1926.23,
79,-99.6284,36.5737,-1926.32,
79.1,-99.6316,36.5966,-1926.41,
79.2,-99.6347,36.6191,-1926.5,
79.3,-99.6378,36.6414,-1926.58,
79.4,-99.6408,36.6632,-1926.67,
79.5,-99.6439,36.6848,-1926.75,
79.6,-99.6468,36.7059,-1926.83,
79.7,-99.6498,36.7268,-1926.91,
79.8,-99.6527,36.7474,-1926.99,
79.9,-99.6555,36.7676,-1927.06,
80,-99.6583,36.7875,-1927.14,
80.1,-99.6611,36.8071,-1927.21,
80.2,-99.6639,36.8264,-1927.28,
80.3,-99.6666,36.8454,-1927.35,
80.4,-99.6693,36.8642,-1927.42,
80.5,-99.6719,36.8826,-1927.49,
80.6,-99.6745,36.9007,-1927.56,
80.7,-99.6771,36.9186,-1927.63,
80.8,-99.6796,36.9362,-1927.69,
80.9,-99.6821,36.9535,-1927.76,
81,-99.6846,36.9705,-1927.82,
81.1,-99.6871,36.9873,-1927.88,
81.2,-99.6895,37.0038,-1927.94,
81.3,-99.6919,37.0201,-1928,
81.4,-99.6942,37.0361,-1928.06,
81.5,-99.6965,37.0519,-1928.12,
81.6,-99.6988,37.0674,-1928.18,
81.7,-99.7011,37.0827,-1928.23,
81.8,-99.7033,37.0977,-1928.29,
81.9,-99.7055,37.1125,-1928.34,
82,-99.7076,37.1271,-1928.39,
82.1,-99.7098,37.1414,-1928.44,
82.2,-99.7119,37.1556,-1928.49,
82.3,-99.714,37.1695,-1928.55,
82.4,-99.716,37.1832,-1928.59,
82.5,-99.7181,37.1967,-1928.64,
82.6,-99.7201,37.2099,-1928.69,
82.7,-99.722,37.223,-1928.74,
82.8,-99.724,37.2359,-1928.78,
82.9,-99.7259,37.2485,-1928.83,
83,-99.7278,37.261,-1928.87,
83.1,-99.7297,37.2733,-1928.92,
83.2,-99.7315,37.2853,-1928.96,
83.3,-99.7333,37.2972,-1929,
83.4,-99.7351,37.3089,-1929.04,
83.5,-99.7369,37.3205,-1929.08,
83.6,-99.7386,37.3318,-1929.12,
83.7,-99.7404,37.343,-1929.16,
83.8,-99.7421,37.354,-1929.2,
83.9,-99.7438,37.3648,-1929.24,
84,-99.7454,37.3755,-1929.27,
84.1,-99.747,37.3859,-1929.31,
84.2,-99.7487,37.3963,-1929.35,
84.3,-99.7502,37.4064,-1929.38,
84.4,-99.7518,37.4164,-1929.42,
84.5,-99.7534,37.4263,-1929.45,
84.6,-99.7549,37.436,-1929.48,
84.7,-99.7564,37.4455,-1929.52,
84.8,-99.7579,37.4549,-1929.55,
84.9,-99.7593,37.4642,-1929.58,
85,-99.7608,37.4733,-1929.61,
85.1,-99.7622,37.4822,-1929.64,
85.2,-99.7636,37.491,-1929.67,
85.3,-99.765,37.4997,-1929.7,
85.4,-99.7664,37.5083,-1929.73,
85.5,-99.7677,37.5167,-1929.76,
85.6,-99.7691,37.525,-1929.79,
85.7,-99.7704,37.5331,-1929.81,
85.8,-99.7717,37.5412,-1929.84,
85.9,-99.7729,37.549,-1929.87,
86,-99.7742,37.5568,-1929.89,
86.1,-99.7755,37.5645,-1929.92,
86.2,-99.7767,37.572,-1929.94,
86.3,-99.7779,37.5794,-1929.97,
86.4,-99.7791,37.5867,-1929.99,
86.5,-99.7803,37.5939,-1930.02,
86.6,-99.7814,37.601,-1930.04,
86.7,-99.7826,37.6079,-1930.06,
86.8,-99.7837,37.6148,-1930.09,
86.9,-99.7848,37.6215,-1930.11,
87,-99.7859,37.6282,-1930.13,
87.1,-99.787,37.6347,-1930.15,
87.2,-99.7881,37.6411,-1930.17,
87.3,-99.7891,37.6475,-1930.19,
87.4,-99.7901,37.6537,-1930.21,
87.5,-99.7912,37.6598,-1930.23,
87.6,-99.7922,37.6659,-1930.25,
87.7,-99.7932,37.6718,-1930.27,
87.8,-99.7942,37.6777,-1930.29,
87.9,-99.7951,37.6834,-1930.31,
88,-99.7961,37.6891,-1930.33,
88.1,-99.797,37.6947,-1930.35,
88.2,-99.798,37.7002,-1930.37,
88.3,-99.7989,37.7056,-1930.38,
88.4,-99.7998,37.7109,-1930.4,
88.5,-99.8007,37.7161,-1930.42,
88.6,-99.8015,37.7213,-1930.43,
88.7,-99.8024,37.7263,-1930.45,
88.8,-99.8033,37.7313,-1930.47,
88.9,-99.8041,37.7362,-1930.48,
89,-99.8049,37.7411,-1930.5,
89.1,-99.8058,37.7458,-1930.51,
89.2,-99.8066,37.7505,-1930.53,
89.3,-99.8074,37.7551,-1930.54,
89.4,-99.8082,37.7597,-1930.56,
89.5,-99.8089,37.7641,-1930.57,
89.6,-99.8097,37.7685,-1930.58,
89.7,-99.8104,37.7729,-1930.6,
89.8,-99.8112,37.7771,-1930.61,
89.9,-99.8119,37.7813,-1930.62,
90,-99.8126,37.7854,-1930.64,
90.1,-99.8134,37.7895,-1930.65,
90.2,-99.8141,37.7935,-1930.66,
90.3,-99.8148,37.7974,-1930.67,
90.4,-99.8154,37.8013,-1930.69,
90.5,-99.8161,37.8051,-1930.7,
90.6,-99.8168,37.8088,-1930.71,
90.7,-99.8174,37.8125,-1930.72,
90.8,-99.8181,37.8162,-1930.73,
90.9,-99.8187,37.8197,-1930.74,
91,-99.8193,37.8233,-1930.75,
91.1,-99.82,37.8267,-1930.76,
91.2,-99.8206,37.8301,-1930.77,
91.3,-99.8212,37.8335,-1930.78,
91.4,-99.8218,37.8368,-1930.79,
91.5,-99.8223,37.84,-1930.8,
91.6,-99.8229,37.8432,-1930.81,
91.7,-99.8235,37.8464,-1930.82,
91.8,-99.824,37.8495,-1930.83,
91.9,-99.8246,37.8525,-1930.84,
92,-99.8251,37.8555,-1930.85,
92.1,-99.8257,37.8585,-1930.86,
92.2,-99.8262,37.8614,-1930.87,
92.3,-99.8267,37.8642,-1930.88,
92.4,-99.8272,37.867,-1930.89,
92.5,-99.8277,37.8698,-1930.89,
92.6,-99.8282,37.8725,-1930.9,
92.7,-99.8287,37.8752,-1930.91,
92.8,-99.8292,37.8779,-1930.92,
92.9,-99.8297,37.8805,-1930.93,
93,-99.8302,37.883,-1930.93,
93.1,-99.8306,37.8855,-1930.94,
93.2,-99.8311,37.888,-1930.95,
93.3,-99.8315,37.8904,-1930.96,
93.4,-99.832,37.8928,-1930.96,
93.5,-99.8324,37.8952,-1930.97,
93.6,-99.8329,37.8975,-1930.98,
93.7,-99.8333,37.8998,-1930.98,
93.8,-99.8337,37.9021,-1930.99,
93.9,-99.8341,37.9043,-1931,
94,-99.8345,37.9065,-1931,
94.1,-99.8349,37.9086,-1931.01,
94.2,-99.8353,37.9107,-1931.02,
94.3,-99.8357,37.9128,-1931.02,
94.4,-99.8361,37.9148,-1931.03,
94.5,-99.8365,37.9168,-1931.03,
94.6,-99.8369,37.9188,-1931.04,
94.7,-99.8372,37.9208,-1931.04,
94.8,-99.8376,37.9227,-1931.05,
94.9,-99.838,37.9246,-1931.06,
95,-99.8383,37.9264,-1931.06,
95.1,-99.8387,37.9282,-1931.07,
95.2,-99.839,37.93,-1931.07,
95.3,-99.8394,37.9318,-1931.08,
95.4,-99.8397,37.9335,-1931.08,
95.5,-99.84,37.9353,-1931.09,
95.6,-99.8403,37.9369,-1931.09,
95.7,-99.8407,37.9386,-1931.1,
95.8,-99.841,37.9402,-1931.1,
95.9,-99.8413,37.9418,-1931.1,
96,-99.8416,37.9434,-1931.11,
96.1,-99.8419,37.945,-1931.11,
96.2,-99.8422,37.9465,-1931.12,
96.3,-99.8425,37.948,-1931.12,
96.4,-99.8428,37.9495,-1931.13,
96.5,-99.8431,37.951,-1931.13,
96.6,-99.8433,37.9524,-1931.13,
96.7,-99.8436,37.9538,-1931.14,
96.8,-99.8439,37.9552,-1931.14,
96.9,-99.8442,37.9566,-1931.15,
97,-99.8444,37.9579,-1931.15,
97.1,-99.8447,37.9592,-1931.15,
97.2,-99.8449,37.9605,-1931.16,
97.3,-99.8452,37.9618,-1931.16,
97.4,-99.8454,37.9631,-1931.16,
97.5,-99.8457,37.9643,-1931.17,
97.6,-99.8459,37.9655,-1931.17,
97.7,-99.8462,37.9667,-1931.17,
97.8,-99.8464,37.9679,-1931.18,
97.9,-99.8466,37.9691,-1931.18,
98,-99.8469,37.9702,-1931.18,
98.1,-99.8471,37.9714,-1931.19,
98.2,-99.8473,37.9725,-1931.19,
98.3,-99.8475,37.9736,-1931.19,
98.4,-99.8478,37.9746,-1931.2,
98.5,-99.848,37.9757,-1931.2,
98.6,-99.8482,37.9767,-1931.2,
98.7,-99.8484,37.9778,-1931.2,
98.8,-99.8486,37.9788,-1931.21,
98.9,-99.8488,37.9798,-1931.21,
99,-99.849,37.9807,-1931.21,
99.1,-99.8492,37.9817,-1931.22,
99.2,-99.8494,37.9826,-1931.22,
99.3,-99.8496,37.9836,-1931.22,
99.4,-99.8497,37.9845,-1931.22,
99.5,-99.8499,37.9854,-1931.23,
99.6,-99.8501,37.9863,-1931.23,
99.7,-99.8503,37.9871,-1931.23,
99.8,-99.8505,37.988,-1931.23,
99.9,-99.8506,37.9888,-1931.23,
100,-99.8508,37.9897,-1931.24,
